Start,Output
0.13045668,0.26749111
0.12726662,0.24435065
0.12323707,0.24710477
0.11820013,0.25493509
0.12558764,0.26103649
0.11794829,0.27354812
0.11240766,0.3490487
0.09528207,0.30634392
0.08176629,0.26569393
0.06581598,0.3442951
0.09603761,0.24786655
0.07362324,0.214115
0.07118872,0.21210145
0.11257555,0.23488436
0.11047683,0.23302008
0.09628946,0.22449233
0.10636333,0.21759058
0.12970114,0.2341491
0.14262928,0.27327083
0.15077233,0.25938088
0.11652116,0.23629625
0.1291135,0.23743101
0.16025856,0.2976463
0.14565144,0.26105355
0.1615178,0.24650658
0.17478173,0.26195005
0.16361652,0.27061193
0.13658496,0.24292017
0.17394224,0.23250337
0.16814976,0.2754144
0.1774681,0.26100666
0.19123573,0.29068573
0.18410007,0.28222734
0.21213902,0.36819361
0.21289456,0.4060266
0.2254869,0.46931125
0.22808932,0.45666283
0.21868704,0.46067819
0.23237072,0.46969016
0.22011417,0.44635018
0.18720618,0.39751198
0.19686031,0.31091599
0.18695433,0.30748624
0.22179315,0.45230958
0.22103761,0.44303839
0.20911686,0.45238395
0.19257891,0.44310526
0.19459369,0.4743647
0.21868704,0.480298
0.20172935,0.44838192
0.19576897,0.47518551
0.19367025,0.46250998
0.19963062,0.47606377
0.20290463,0.47710674
0.17175957,0.39954503
0.17813969,0.39457058
0.18695433,0.390056
0.20533915,0.44419932
0.1939221,0.40538225
0.20282069,0.44785292
0.23723976,0.49973132
0.23186702,0.49848687
0.25268637,0.52278081
0.25587643,0.5400929
0.27191068,0.53370015
0.26527871,0.5337362
0.2738415,0.53891591
0.26704164,0.54196013
0.27191068,0.53550991
0.25461719,0.53704443
0.27535259,0.53936149
0.27980188,0.54522897
0.29600403,0.56272311
0.28794493,0.55326036
0.29348556,0.55926325
0.30465077,0.56228855
0.31245803,0.58115872
0.32656145,0.59909672
0.33680322,0.6111085
0.35594359,0.6233299
0.35585964,0.63145411
0.33537609,0.61966835
0.35770651,0.63153046
0.3546004,0.63215548
0.36794829,0.64103492
0.37936535,0.65228931
0.39036266,0.66061121
0.38566152,0.65309687
0.37231363,0.63782144
0.37172599,0.6530723
0.37676293,0.64196384
0.37970114,0.64921094
0.36442243,0.65275545
0.34335124,0.62043798
0.35779046,0.62232865
0.35216588,0.63840375
0.36526192,0.64114672
0.36072868,0.63558069
0.38012089,0.64792231
0.36626931,0.63550446
0.36207186,0.63874913
0.33990934,0.61728054
0.31791471,0.59632356
0.30800873,0.58308431
0.28509066,0.56790013
0.28685359,0.5633003
0.28324379,0.5569098
0.28122901,0.55531862
0.28064137,0.57449008
0.29633983,0.58072538
0.30120887,0.58705816
0.31371726,0.59953519
0.31682337,0.60808263
0.32421088,0.61800458
0.32228005,0.6138668
0.3350403,0.63475922
0.34225991,0.64038544
0.35384486,0.64738458
0.34461048,0.63830588
0.31254197,0.61732157
0.34175621,0.64029354
0.36156817,0.64962882
0.38112827,0.66908821
0.37953324,0.67530309
0.38431833,0.67888999
0.38423439,0.68026018
0.37592344,0.6777662
0.37273338,0.67488454
0.36324715,0.65991284
0.36845198,0.67658008
0.37256548,0.67471703
0.3468771,0.65810322
0.34024513,0.63911413
0.36123237,0.6390357
0.38910343,0.66874229
0.38792814,0.67473575
0.39397246,0.67441883
0.39867361,0.67829596
0.38121222,0.67011059
0.37936535,0.6539848
0.38868368,0.65352612
0.39061451,0.66844565
0.36752854,0.6418446
0.35191404,0.63993346
0.35124244,0.63143956
0.35015111,0.62500078
0.35057085,0.61741748
0.37684688,0.642751
0.37844191,0.64687277
0.38415044,0.64106099
0.36223976,0.63969188
0.35821021,0.62579529
0.37458026,0.62254197
0.38876763,0.63760255
0.38859973,0.65989168
0.38415044,0.65396234
0.36559772,0.63492343
0.38037273,0.64612842
0.35720282,0.62937128
0.33201813,0.61052316
0.33344527,0.60730465
0.33999328,0.61403737
0.33890195,0.60754366
0.37164204,0.6169603
0.37340497,0.62729513
0.36610141,0.62285407
0.36996306,0.61298681
0.37374077,0.6377566
0.36442243,0.63099313
0.38196776,0.63751745
0.38247146,0.6449034
0.39497985,0.65420646
0.40219946,0.65463407
0.41143385,0.66372059
0.43116185,0.6702344
0.4394728,0.67971534
0.44728005,0.68733954
0.46037609,0.6984633
0.45861316,0.70188565
0.45265279,0.69805703
0.44006044,0.69090549
0.44711216,0.69255135
0.42981867,0.68326214
0.45038617,0.69564803
0.42688046,0.68214853
0.43561115,0.68624932
0.44820349,0.68716458
0.45424782,0.70172899
0.44870719,0.70072876
0.42990262,0.68623367
0.44702821,0.69602068
0.4434184,0.6952144
0.44467764,0.69462744
0.42864338,0.6837505
0.42100403,0.68149427
0.44257891,0.69544295
0.44400604,0.69680189
0.44795165,0.70390651
0.43049026,0.69154585
0.42511753,0.68650191
0.42226326,0.70108064
0.40874748,0.68480163
0.42864338,0.69217684
0.41773002,0.68891582
0.42813969,0.69924025
0.4233546,0.69445375
0.42167562,0.69896559
0.41319678,0.69885335
0.41319678,0.69885335
0.40043653,0.6900712
0.40043653,0.6900712
0.38952317,0.68232759
0.38952317,0.68232759
0.37340497,0.67417626
0.37340497,0.67417626
0.37231363,0.65561449
0.37231363,0.65561449
0.3666051,0.64964708
0.3666051,0.64964708
0.36341504,0.65762402
0.36341504,0.65762402
0.37298522,0.65860816
0.37298522,0.65860816
0.38994291,0.67207317
0.38994291,0.67207317
0.38943922,0.6581681
0.38943922,0.6581681
0.39548355,0.66213322
0.39548355,0.66213322
0.39053056,0.66832915
0.39053056,0.66832915
0.39699463,0.66080305
0.39699463,0.66080305
0.41840161,0.67585033
0.41840161,0.67585033
0.42511753,0.68393856
0.42511753,0.68393856
0.46448959,0.70628633
0.46633647,0.70715013
0.47792142,0.71170773
0.47355608,0.7136901
0.47473136,0.71092627
0.47305238,0.71109009
0.45836132,0.70729456
0.44887508,0.69725675
0.44627267,0.69765578
0.43460376,0.69305723
0.44316655,0.68321445
0.43007052,0.68273448
0.41680658,0.67667054
0.4034587,0.66768655
0.40891538,0.66385784
0.40698455,0.66709772
0.39833781,0.66773491
0.39816991,0.65288876
0.39170584,0.65688932
0.40480188,0.65937877
0.42830759,0.67530115
0.42620887,0.68681883
0.39405641,0.65756419
0.37743452,0.64951285
0.38347884,0.64590841
0.39892545,0.65151728
0.40538952,0.65145673
0.4116857,0.66513764
0.40228341,0.65925455
0.42637676,0.68131336
0.42881128,0.68172605
0.44308261,0.69213213
0.44979852,0.69356116
0.45206514,0.6938678
0.44006044,0.69094888
0.44963062,0.69418344
0.43485561,0.67827645
0.44937878,0.69060238
0.44089993,0.68879097
0.44853929,0.69710542
0.4593687,0.70349801
0.45349228,0.69915207
0.46432169,0.70632181
0.46725991,0.70495986
0.46432169,0.70404588
0.46910678,0.71196055
0.46935863,0.70756391
0.46230692,0.70713458
0.44996642,0.69376645
0.46642042,0.70693087
0.47632639,0.71102779
0.46986232,0.70981061
0.45659839,0.70076796
0.46230692,0.69920958
0.46583277,0.70493461
0.45416387,0.6988245
0.45382807,0.70208696
0.44963062,0.69812733
0.46784755,0.70868685
0.46969443,0.70624807
0.48069174,0.71106503
0.48975823,0.72173175
0.50663197,0.73226819
0.49907656,0.72978352
0.49513096,0.72159145
0.49034587,0.722194
0.48589657,0.73283086
0.48362995,0.72550008
0.49890866,0.73540036
0.49580255,0.73951741
0.47666219,0.73135391
0.46448959,0.7240779
0.47674614,0.73118529
0.47506716,0.73045514
0.4759906,0.73081613
0.4881632,0.73666117
0.48698791,0.73917138
0.47212895,0.73496292
0.47876091,0.73091199
0.50369375,0.74429629
0.47464741,0.73434256
0.45172935,0.72140127
0.42805574,0.7112028
0.41059436,0.69067223
0.42562122,0.6994695
0.42125588,0.70490889
0.41521155,0.70305491
0.40455003,0.70662798
0.38129617,0.69006515
0.36845198,0.67456538
0.36257555,0.68259836
0.36702485,0.66097239
0.35334117,0.64411292
0.35124244,0.65090497
0.32395903,0.62784928
0.38054063,0.65230718
0.40606111,0.67250521
0.40135997,0.66863818
0.39044661,0.66946169
0.39195769,0.66727256
0.40656481,0.66944203
0.37978509,0.66095209
0.38079248,0.65575144
0.38356279,0.65844775
0.40455003,0.67363273
0.41378442,0.67779072
0.40043653,0.67090888
0.40967092,0.68283229
0.42520148,0.68354901
0.43216924,0.68838845
0.42503358,0.69622977
0.42805574,0.69376859
0.43359637,0.70193669
0.4278039,0.69949377
0.41731028,0.6824669
0.41781397,0.68226259
0.43871726,0.68879983
0.43712223,0.69160984
0.41756212,0.67679762
0.41470786,0.68117239
0.39254533,0.65983047
0.38507388,0.65967187
0.38423439,0.66926066
0.40177972,0.66858089
0.41361652,0.67884765
0.41882136,0.68272002
0.40916723,0.67758719
0.42788784,0.69054544
0.42671256,0.69163742
0.42377435,0.68491753
0.41781397,0.68496908
0.42259906,0.68948761
0.42923103,0.68965908
0.42041639,0.68616915
0.4434184,0.69702519
0.44064809,0.69519317
0.44274681,0.69867982
0.43040631,0.68438388
0.42704835,0.69127674
0.43745803,0.70239132
0.44207522,0.69631398
0.46222297,0.71911997
0.46851914,0.72345808
0.45735393,0.71600493
0.4639859,0.71719941
0.45374412,0.70900278
0.4356951,0.69786912
0.4154634,0.69079057
0.41302888,0.68169531
0.411182,0.67782598
0.41613499,0.69108253
0.41302888,0.68128102
0.40513768,0.67961143
0.39674278,0.6706933
0.39053056,0.66807731
0.37819006,0.65110906
0.38515782,0.65204296
0.39598724,0.67763537
0.411182,0.6817393
0.40715245,0.68725747
0.38398254,0.68410798
0.40110813,0.68425841
0.40967092,0.68042784
0.40572532,0.68100399
0.40119208,0.68571679
0.40681666,0.69582656
0.4034587,0.69792334
0.42150772,0.69592158
0.42797179,0.70157147
0.42469778,0.70344924
0.41747817,0.7010732
0.40622901,0.7034021
0.39825386,0.69548956
0.40815984,0.70647391
0.39262928,0.70288475
0.39279718,0.69468238
0.39632304,0.6969519
0.40664876,0.70274502
0.42243116,0.69704096
0.419409,0.70486707
0.43368032,0.70302434
0.4513096,0.71316921
0.46490934,0.7224455
0.46373405,0.72579612
0.4754869,0.72550665
0.47867696,0.73238954
0.46297851,0.72681436
0.47405977,0.72764881
0.47003022,0.72420881
0.46574882,0.7237656
0.47716588,0.72822637
0.47447952,0.72629042
0.46205507,0.71887912
0.47741773,0.72058844
0.44811954,0.71492464
0.4679315,0.71768316
0.4519812,0.71572926
0.46138348,0.71313454
0.46851914,0.7188608
0.47355608,0.72224511
0.46767965,0.71582908
0.47019812,0.72379321
0.46390195,0.72147644
0.47641034,0.72853341
0.48455339,0.73121073
0.48908664,0.73366702
0.50621222,0.73951646
0.50923439,0.74028196
0.51108126,0.74074468
0.51082942,0.74352442
0.51695769,0.74356583
0.51695769,0.74400362
0.49278039,0.73670177
0.49269644,0.73439367
0.47128946,0.72817249
0.45533915,0.72551233
0.46751175,0.72696381
0.46558093,0.72468875
0.46213902,0.72093594
0.45836132,0.72107489
0.47867696,0.73051716
0.4842176,0.73175104
0.4998321,0.73619497
0.48631632,0.73659274
0.51872062,0.74846747
0.52879449,0.7524538
0.53005373,0.75430112
0.52468099,0.75282149
0.52140698,0.74961776
0.52182673,0.75026261
0.51729349,0.74901806
0.52409335,0.75172861
0.52165883,0.75245928
0.52442915,0.7545488
0.516454,0.7538412
0.51905641,0.75387467
0.52459704,0.75452597
0.52980188,0.75954374
0.53425118,0.76069996
0.54273002,0.76080567
0.54398925,0.75935925
0.54810275,0.76051984
0.54516454,0.76051984
0.53441907,0.75778637
0.54902619,0.76609219
0.53055742,0.76034907
0.53819678,0.76423625
0.52199463,0.76384135
0.51947616,0.76222089
0.52929819,0.76416719
0.54499664,0.76818243
0.55120887,0.77037836
0.54734721,0.77031711
0.5485225,0.77032432
0.54726326,0.770218
0.54281397,0.77137994
0.52358966,0.76683
0.52073539,0.76812685
0.50831095,0.7679418
0.49437542,0.76793221
0.50335796,0.76634676
0.48908664,0.7673603
0.52014775,0.76862614
0.54398925,0.77258303
0.53181666,0.77523488
0.53383143,0.7767599
0.53080927,0.77741668
0.51779718,0.77337379
0.50461719,0.77334642
0.50083949,0.77298458
0.49865682,0.77469916
0.49739758,0.77577974
0.48858294,0.77435673
0.48245467,0.77972703
0.47800537,0.77868739
0.48362995,0.77924225
0.49412357,0.78026418
0.49395567,0.77825067
0.55792478,0.78488949
0.58638348,0.78822749
0.58462055,0.79218938
0.59041303,0.78996929
0.59528207,0.79063201
0.61652116,0.79164576
0.63868368,0.7944588
0.63574547,0.79254106
0.65606111,0.79357273
0.66470786,0.7941952
0.66210544,0.79071065
0.65648086,0.79315569
0.64254533,0.79220327
0.62919745,0.79223255
0.62970114,0.79126321
0.5963734,0.78958359
0.60275353,0.78940438
0.63196776,0.79230959
0.62852586,0.79226454
0.63943922,0.79285894
0.65765615,0.7934008
0.66336467,0.79343306
0.66193754,0.79323998
0.66067831,0.79319276
0.6493452,0.79361272
0.65606111,0.79333369
0.65152787,0.79314502
0.67159167,0.79435156
0.68300873,0.79552242
0.68796172,0.79643926
0.68527535,0.79799834
0.68997649,0.79804554
0.70206514,0.79796685
0.72263264,0.79954497
0.69937878,0.79963241
0.66789792,0.79713649
0.67503358,0.79787604
0.68451981,0.79791588
0.69660846,0.79884169
0.67587307,0.79736627
0.67990262,0.7971727
0.71062794,0.79866301
0.71801545,0.7983727
0.72355608,0.79968621
0.72901276,0.79971226
0.70861316,0.79854633
0.6934184,0.79727572
0.61870383,0.79018063
0.59335124,0.79178484
0.62231363,0.79136268
0.64808596,0.7950063
0.60183009,0.7934693
0.60728677,0.79111907
0.6129953,0.79128583
0.59368704,0.79188013
0.58940564,0.78768561
0.61559772,0.7908405
0.60275353,0.79142721
0.61249161,0.7895935
0.59494627,0.78850957
0.61232371,0.79085854
0.62617529,0.79256956
0.62113835,0.79303994
0.62449631,0.79285841
0.64229349,0.7946155
0.62214574,0.79384578
0.62306917,0.79241333
0.62197784,0.79305334
0.61182001,0.79330021
0.61274345,0.7938546
0.62609134,0.79547427
0.63599731,0.79643002
0.61375084,0.7956706
0.61433848,0.79667852
0.57622565,0.79276254
0.57723304,0.79277871
0.56103089,0.79201275
0.56279382,0.79064068
0.56673942,0.7904593
0.57731699,0.79185274
0.54155473,0.78652877
0.54314976,0.78205621
0.54113499,0.78178677
0.56002351,0.78572499
0.57639355,0.78996333
0.58017126,0.79017044
0.57605776,0.78826117
0.59377099,0.79147452
0.59167226,0.7917788
0.6087139,0.79474825
0.58772666,0.79476647
0.57899597,0.79473619
0.59788449,0.79476594
0.60317327,0.79551106
0.58394896,0.7947953
0.59645735,0.79525234
0.58554399,0.79457609
0.59855608,0.79534648
0.60376091,0.79556586
0.61089657,0.79538878
0.61568167,0.79588793
0.61098052,0.79541148
0.61635326,0.79532571
0.59780054,0.79522446
0.59847213,0.79533928
0.58336132,0.79377501
0.57748489,0.7940735
0.56741101,0.79383009
0.55137676,0.792035
0.5083949,0.78874095
0.50957018,0.78512264
0.46239087,0.77996298
0.44602082,0.78083993
0.47733378,0.78109774
0.49773338,0.78636329
0.49529886,0.78671839
0.50755541,0.78841473
0.51536266,0.79010802
0.4717092,0.78701321
0.47128946,0.78818696
0.48883479,0.7876071
0.49664204,0.78919262
0.49361988,0.79066456
0.49496306,0.79064192
0.49680994,0.79098409
0.52644392,0.79369358
0.52568838,0.79431267
0.52669577,0.79427623
0.50587643,0.79393436
0.50201478,0.79183288
0.53013768,0.79502776
0.52770316,0.79535119
0.51250839,0.79329412
0.52048355,0.79308452
0.53744124,0.79256265
0.52652787,0.79174035
0.53064137,0.79458235
0.51855272,0.79428259
0.49958026,0.7916146
0.50982203,0.79286022
0.5001679,0.79273989
0.45416387,0.7880718
0.44820349,0.78804759
0.4514775,0.78663849
0.48682001,0.78842025
0.45962055,0.78731214
0.4674278,0.78563883
0.44274681,0.78354546
0.42939893,0.78104823
0.41311283,0.77832034
0.44677636,0.78130105
0.47120551,0.78211142
0.47439557,0.78491883
0.49487911,0.788296
0.49823707,0.78800757
0.4962223,0.79116183
0.48497314,0.79120603
0.50881464,0.7927912
0.50528878,0.79157601
0.52174278,0.79081456
0.50302216,0.79049477
0.50268637,0.78773599
0.51208865,0.79036405
0.54508059,0.79043407
0.5606951,0.79084848
0.53735729,0.78925347
0.5689221,0.79109228
0.56354936,0.78875153
0.56245803,0.78710314
0.55406313,0.78542558
0.5567495,0.7896545
0.56984553,0.7896027
0.57144056,0.79095731
0.58201813,0.79306037
0.5927636,0.79372516
0.58386501,0.79345908
0.6009906,0.79188004
0.61114842,0.79278004
0.60401276,0.79121587
0.61433848,0.79061237
0.64137005,0.79061154
0.60972129,0.78796471
0.60006716,0.78641624
0.59217596,0.78418172
0.6008227,0.78641692
0.58739087,0.78531284
0.59368704,0.78445014
0.6046004,0.78828571
0.61786434,0.79016842
0.62264943,0.79008546
0.62777032,0.78840631
0.62751847,0.78901348
0.63012089,0.78903088
0.62340497,0.78894074
0.60577569,0.78696124
0.61459033,0.78658456
0.60090665,0.78648021
0.62164204,0.78808664
0.5769812,0.78390049
0.56791471,0.7822773
0.56548019,0.78155176
0.56808261,0.78231314
0.59578576,0.78651219
0.60737072,0.78670343
0.61475823,0.787795
0.6172767,0.78811877
0.61492612,0.78617789
0.6169409,0.78538107
0.60980524,0.78680166
0.64665883,0.79202816
0.63482203,0.792214
0.6327233,0.7907527
0.63062458,0.78991307
0.63843183,0.79196743
0.62709872,0.7905024
0.61148422,0.79167293
0.60862995,0.78873523
0.62550369,0.7893956
0.62474815,0.78864764
0.62231363,0.7883351
0.60409671,0.78720196
0.61517797,0.78825722
0.60988919,0.78705211
0.6131632,0.78711575
0.61761249,0.78773478
0.61517797,0.78920449
0.60913365,0.78895405
0.60669913,0.78892586
0.59973136,0.79055657
0.58906985,0.7896206
0.6011585,0.79109906
0.59351914,0.79354263
0.60745467,0.79455274
0.60955339,0.79473502
0.61861988,0.79553454
0.608546,0.79535987
0.62290128,0.79573395
0.62651108,0.7954605
0.63490598,0.79669638
0.63918737,0.79711813
0.64707858,0.79694438
0.66898925,0.79697108
0.66991269,0.79812053
0.68208529,0.79882859
0.69845534,0.79898822
0.69089993,0.79968326
0.67494963,0.79858984
0.67906313,0.79767258
0.69316655,0.79937761
0.67570517,0.79943262
0.67587307,0.79975111
0.65916723,0.79905217
0.67133983,0.79923223
0.67545332,0.80030539
0.6817495,0.80035273
0.67285091,0.80005703
0.67587307,0.800397
0.66571525,0.7999281
0.66319678,0.79843849
0.67864338,0.79912006
0.68754197,0.79942508
0.66731028,0.79880225
0.6773002,0.79857848
0.66143385,0.79788749
0.67360645,0.79920212
0.67897918,0.7994584
0.6810779,0.79917026
0.6649597,0.79877496
0.64304903,0.79820133
0.6450638,0.79828073
0.66370047,0.79877513
0.63247146,0.79812279
0.64724647,0.79839706
0.62902955,0.79754408
0.64195769,0.7967112
0.65060443,0.79680588
0.64346877,0.79682099
0.65513768,0.79477494
0.64187374,0.79311759
0.63960712,0.79449117
0.64968099,0.7952418
0.64212559,0.79425679
0.64565144,0.7950136
0.65085628,0.79479697
0.65790799,0.79602278
0.66067831,0.79560723
0.66370047,0.79486615
0.6411182,0.79363899
0.60695097,0.79003055
0.59553392,0.7888522
0.5927636,0.79030344
0.59528207,0.79062642
0.58629953,0.79086379
0.57555406,0.78932159
0.56900604,0.79000694
0.55901612,0.7884254
0.55691739,0.78789523
0.5483546,0.786481
0.55725319,0.78761798
0.54776696,0.78835561
0.53064137,0.78506762
0.53870047,0.78544018
0.54105104,0.78622095
0.54197448,0.78585288
0.51712559,0.78091691
0.50646407,0.78096636
0.47834117,0.77212317
0.48791135,0.77217105
0.49412357,0.77667418
0.49185695,0.77469658
0.48598052,0.76984811
0.47338818,0.77185733
0.47985225,0.76763298
0.47322028,0.76911814
0.4838818,0.76727668
0.48556078,0.76868596
0.47909671,0.76431588
0.48522498,0.76414241
0.46062794,0.75997138
0.43418402,0.74741747
0.44610477,0.74740305
0.44131968,0.74562442
0.44618872,0.75053235
0.45399597,0.75612621
0.43258899,0.7530653
0.49403962,0.76174337
0.48295836,0.76440002
0.51670584,0.77414255
0.51141706,0.77715756
0.48841504,0.77156726
0.50151108,0.77429153
0.48463734,0.77278374
0.50109134,0.77294199
0.50226662,0.77286931
0.51175285,0.77771005
0.52233042,0.7780364
0.52787105,0.78127504
0.53467092,0.78363593
0.55901612,0.78596766
0.54877435,0.78502171
0.51695769,0.78089927
0.52123909,0.78041223
0.52560443,0.7784575
0.53064137,0.7820895
0.53676964,0.78415568
0.53399933,0.7844417
0.51956011,0.78361569
0.52719946,0.78470214
0.5123405,0.78568456
0.54743116,0.78796979
0.55498657,0.78842841
0.56657152,0.79079126
0.564137,0.79172667
0.564137,0.791815
0.5603593,0.79148087
0.55884822,0.79262589
0.56422095,0.79214828
0.58319342,0.79391155
0.58604768,0.79320839
0.58629953,0.793425
0.59066488,0.79381798
0.59351914,0.79361843
0.58495635,0.79482841
0.58420081,0.79360751
0.58218603,0.79198601
0.58856615,0.79100142
0.58185024,0.7909207
0.57437878,0.79069584
0.58999328,0.79215151
0.58050705,0.79301243
0.5807589,0.79162984
0.58252183,0.7926066
0.58948959,0.79184886
0.59041303,0.79199022
0.59469443,0.79283139
0.59461048,0.79281067
0.60535594,0.79371671
0.61072868,0.79477661
0.59032908,0.79423172
0.57975151,0.7915123
0.55221625,0.78667264
0.55364338,0.78772655
0.55784083,0.78963214
0.54978173,0.78752809
0.54466085,0.78916888
0.53500672,0.78731106
0.55154466,0.78987389
0.55397918,0.78978582
0.55616185,0.79090942
0.55146071,0.79081143
0.52048355,0.78764236
0.54986568,0.78885175
0.53458697,0.79051851
0.53089322,0.79092767
0.55599396,0.7924371
0.54608798,0.7938387
0.55406313,0.79387503
0.55104097,0.7931011
0.55112492,0.79296553
0.55305574,0.7929227
0.5528039,0.79166967
0.5524681,0.79084959
0.53567831,0.79020901
0.52140698,0.78792159
0.50755541,0.78552347
0.49697784,0.785681
0.49865682,0.78565421
0.50075554,0.7871271
0.49806917,0.78760546
0.49916051,0.78768653
0.50402955,0.78821457
0.51091336,0.78704711
0.49286434,0.78457679
0.49907656,0.78299487
0.52409335,0.78750089
0.48950638,0.78633234
0.49429147,0.78519323
0.50277032,0.78684525
0.49840497,0.78863817
0.49689389,0.78712541
0.50478509,0.78803523
0.49748153,0.78846171
0.50730356,0.78469873
0.52770316,0.78842826
0.50596038,0.78834375
0.51116521,0.78917933
0.51057757,0.78851228
0.51284419,0.78856099
0.50889859,0.78767722
0.50293821,0.78649489
0.51586635,0.78887376
0.52468099,0.78968275
0.51922431,0.78839815
0.51351578,0.78727513
0.49764943,0.78616131
0.49748153,0.78514875
0.49487911,0.78645284
0.49672599,0.78567701
0.50503694,0.78854826
0.49697784,0.78856555
0.50478509,0.78759843
0.5080591,0.78768002
0.51435527,0.78833607
0.52803895,0.78829962
0.53366353,0.78892402
0.52056749,0.78734122
0.54331766,0.78826556
0.54121894,0.78829746
0.56061115,0.79115906
0.56187038,0.79073731
0.56254197,0.79068598
0.56262592,0.79114338
0.56153459,0.79118911
0.56766286,0.79108969
0.56589993,0.78844631
0.57152451,0.78942852
0.56304567,0.78980987
0.57160846,0.78906303
0.58176629,0.78912577
0.58277367,0.78983412
0.58680322,0.79083001
0.57815648,0.79165703
0.580591,0.79245121
0.57891202,0.79183023
0.58562794,0.79187026
0.59964741,0.79296952
0.60266958,0.7931452
0.59989926,0.79327336
0.59830423,0.79324135
0.58781061,0.79364329
0.59175621,0.79435984
0.58974144,0.794064
0.5847045,0.79447871
0.58361316,0.79565813
0.59452653,0.79526383
0.59847213,0.79501597
0.59469443,0.7953587
0.59696105,0.79540963
0.58562794,0.79467479
0.59184016,0.79440456
0.5769812,0.7937681
0.55910007,0.79215747
0.56187038,0.79173907
0.55868032,0.79243977
0.55775688,0.79108105
0.55951981,0.79040622
0.55271995,0.79036235
0.54163868,0.78832858
0.53676964,0.78806677
0.54306582,0.7885853
0.53962391,0.78842897
0.5485225,0.78858165
0.55255205,0.78693118
0.55305574,0.78662788
0.55616185,0.78640631
