Start,Output
0.1939221,0.43376153
0.20282069,0.45361211
0.23723976,0.4906349
0.23186702,0.48924378
0.25268637,0.51354073
0.25587643,0.53114314
0.27191068,0.52435161
0.26527871,0.52288617
0.2738415,0.53016654
0.26704164,0.53474146
0.27191068,0.52911835
0.25461719,0.52765727
0.27535259,0.52751051
0.27980188,0.53421132
0.29600403,0.5607704
0.28794493,0.54717653
0.29348556,0.55530805
0.30465077,0.5599002
0.31245803,0.59141246
0.32656145,0.62290362
0.33680322,0.64452619
0.35594359,0.66493164
0.35585964,0.68038892
0.33537609,0.65682307
0.35770651,0.68054285
0.3546004,0.6814287
0.36794829,0.69993745
0.37936535,0.7215674
0.39036266,0.73873372
0.38566152,0.72384076
0.37231363,0.69427339
0.37172599,0.72811753
0.37676293,0.70716096
0.37970114,0.72112123
0.36442243,0.72726014
0.34335124,0.66408933
0.35779046,0.66837724
0.35216588,0.70001413
0.36526192,0.70642212
0.36072868,0.69404615
0.38012089,0.71993533
0.36626931,0.69294231
0.36207186,0.70053355
0.33990934,0.65735423
0.31791471,0.61836196
0.30800873,0.5926408
0.28509066,0.56823813
0.28685359,0.56080291
0.28324379,0.55164903
0.28122901,0.54974987
0.28064137,0.58039904
0.29633983,0.58890624
0.30120887,0.59977496
0.31371726,0.62280951
0.31682337,0.63677076
0.32421088,0.65395237
0.32228005,0.64815939
0.3350403,0.68915395
0.34225991,0.7001103
0.35384486,0.71408132
0.34461048,0.69640095
0.31254197,0.65520603
0.34175621,0.69935346
0.36156817,0.71916519
0.38112827,0.75921035
0.37953324,0.77355473
0.38431833,0.78079469
0.38423439,0.78359029
0.37592344,0.77853492
0.37273338,0.77122311
0.36324715,0.7385421
0.36845198,0.77578846
0.37256548,0.77103817
0.3468771,0.73429911
0.34024513,0.69749335
0.36123237,0.69638707
0.38910343,0.76010218
0.38792814,0.77161405
0.39397246,0.77057008
0.39867361,0.77774939
0.38121222,0.75942104
0.37936535,0.72591013
0.38868368,0.72474987
0.39061451,0.75800471
0.36752854,0.70293396
0.35191404,0.69823365
0.35124244,0.68355803
0.35015111,0.66991577
0.35057085,0.65354787
0.37684688,0.70216404
0.37844191,0.71074355
0.38415044,0.69923572
0.36223976,0.69716963
0.35821021,0.67018569
0.37458026,0.6618975
0.38876763,0.69156177
0.38859973,0.73924263
0.38415044,0.7266147
0.36559772,0.6881675
0.38037273,0.70956619
0.35720282,0.67470692
0.33201813,0.6392223
0.33344527,0.63242828
0.33999328,0.6461106
0.33890195,0.63287719
0.37164204,0.65082962
0.37340497,0.67242444
0.36610141,0.66585428
0.36996306,0.64592028
0.37374077,0.69281944
0.36442243,0.67758833
0.38196776,0.692707
0.38247146,0.70852441
0.39497985,0.72732018
0.40219946,0.7282271
0.41143385,0.74541939
0.43116185,0.75877938
0.4394728,0.78013743
0.44728005,0.79471884
0.46037609,0.81968151
0.45861316,0.82686293
0.45265279,0.81693384
0.44006044,0.80267036
0.44711216,0.80771678
0.42981867,0.78923928
0.45038617,0.8159827
0.42688046,0.78768298
0.43561115,0.79706268
0.44820349,0.80020266
0.45424782,0.8307027
0.44870719,0.82890201
0.42990262,0.79886921
0.44702821,0.81912172
0.4434184,0.81631352
0.44467764,0.81427047
0.42864338,0.79064086
0.42100403,0.78609248
0.44257891,0.81570096
0.44400604,0.8192288
0.44795165,0.83423775
0.43049026,0.80814074
0.42511753,0.79727274
0.42226326,0.82770235
0.40874748,0.79291925
0.42864338,0.80901181
0.41773002,0.80281117
0.42813969,0.82516796
0.4233546,0.81389844
0.42167562,0.82321735
0.41319678,0.82297871
0.41319678,0.82297871
0.40043653,0.80578693
0.40043653,0.80578693
0.38952317,0.78841463
0.38952317,0.78841463
0.37340497,0.77182995
0.37340497,0.77182995
0.37231363,0.73199757
0.37231363,0.73199757
0.3666051,0.71976996
0.3666051,0.71976996
0.36341504,0.73645693
0.36341504,0.73645693
0.37298522,0.73855349
0.37298522,0.73855349
0.38994291,0.76602758
0.38994291,0.76602758
0.38943922,0.73705514
0.38943922,0.73705514
0.39548355,0.74460217
0.39548355,0.74460217
0.39053056,0.75957629
0.39053056,0.75957629
0.39699463,0.7434252
0.39699463,0.7434252
0.41840161,0.77615527
0.41840161,0.77615527
0.42511753,0.7934292
0.42511753,0.7934292
0.46448959,0.8403271
0.46633647,0.84028861
0.47792142,0.85008148
0.47355608,0.85306456
0.47473136,0.84619024
0.47305238,0.84502987
0.45836132,0.83790193
0.44887508,0.81551308
0.44627267,0.81747513
0.43460376,0.80605253
0.44316655,0.78603784
0.43007052,0.7855071
0.41680658,0.77243657
0.4034587,0.75453546
0.40891538,0.74571515
0.40698455,0.75381268
0.39833781,0.75409018
0.39816991,0.7207649
0.39170584,0.7298347
0.40480188,0.73403658
0.42830759,0.76855298
0.42620887,0.79374957
0.39405641,0.73108823
0.37743452,0.71684515
0.38347884,0.70910701
0.39892545,0.72050164
0.40538952,0.71999694
0.4116857,0.74921369
0.40228341,0.7369468
0.42637676,0.7841409
0.42881128,0.78486583
0.44308261,0.8071342
0.44979852,0.80925677
0.45206514,0.80927669
0.44006044,0.80342349
0.44963062,0.81012246
0.43485561,0.77594256
0.44937878,0.80349312
0.44089993,0.79905983
0.44853929,0.81675808
0.4593687,0.83015091
0.45349228,0.82054437
0.46432169,0.83570467
0.46725991,0.83296368
0.46432169,0.83102129
0.46910678,0.84752187
0.46935863,0.83818512
0.46230692,0.83656323
0.44996642,0.80351732
0.46642042,0.83250386
0.47632639,0.84003556
0.46986232,0.83583832
0.45659839,0.81690891
0.46230692,0.81346224
0.46583277,0.82486812
0.45416387,0.81229042
0.45382807,0.81873206
0.44963062,0.80800185
0.46784755,0.83280768
0.46969443,0.82625498
0.48069174,0.83742018
0.48975823,0.8585869
0.50663197,0.88041102
0.49907656,0.8744557
0.49513096,0.85740592
0.49034587,0.85843399
0.48589657,0.88100161
0.48362995,0.86718006
0.49890866,0.88703077
0.49580255,0.89454096
0.47666219,0.87902204
0.46448959,0.86508104
0.47674614,0.87964375
0.47506716,0.87830981
0.4759906,0.88039677
0.4881632,0.8903935
0.48698791,0.89569223
0.47212895,0.88863231
0.47876091,0.88089724
0.50369375,0.90576518
0.47464741,0.8884354
0.45172935,0.86490688
0.42805574,0.84375426
0.41059436,0.79950883
0.42562122,0.81609056
0.42125588,0.83050388
0.41521155,0.82500323
0.40455003,0.83126101
0.38129617,0.79616225
0.36845198,0.76514542
0.36257555,0.78312713
0.36702485,0.73521944
0.35334117,0.69708031
0.35124244,0.71318042
0.32395903,0.67409131
0.38054063,0.7185922
0.40606111,0.76045484
0.40135997,0.75109444
0.39044661,0.75472428
0.39195769,0.74885729
0.40656481,0.75284814
0.37978509,0.73592244
0.38079248,0.72515569
0.38356279,0.7327903
0.40455003,0.76509011
0.41378442,0.77381802
0.40043653,0.75860725
0.40967092,0.78554788
0.42520148,0.78452168
0.43216924,0.79364015
0.42503358,0.80847395
0.42805574,0.80467099
0.43359637,0.82134337
0.4278039,0.81630106
0.41731028,0.77793717
0.41781397,0.77818772
0.43871726,0.79370184
0.43712223,0.80074037
0.41756212,0.77021764
0.41470786,0.77806456
0.39254533,0.73126591
0.38507388,0.72905239
0.38423439,0.75300299
0.40177972,0.75188881
0.41361652,0.77347401
0.41882136,0.7809534
0.40916723,0.77123654
0.42788784,0.79956329
0.42671256,0.80212512
0.42377435,0.78718724
0.41781397,0.78643867
0.42259906,0.79656853
0.42923103,0.79728143
0.42041639,0.78891416
0.4434184,0.81279082
0.44064809,0.80877857
0.44274681,0.81577632
0.43040631,0.78254271
0.42704835,0.79783835
0.43745803,0.82279723
0.44207522,0.8099502
0.46222297,0.85715528
0.46851914,0.86524468
0.45735393,0.85063113
0.4639859,0.85275188
0.45374412,0.83552836
0.4356951,0.81129343
0.4154634,0.79473992
0.41302888,0.77445519
0.411182,0.76458792
0.41613499,0.79302312
0.41302888,0.77246605
0.40513768,0.76856415
0.39674278,0.74823415
0.39053056,0.74284877
0.37819006,0.70777853
0.38515782,0.70975306
0.39598724,0.76542644
0.411182,0.77402122
0.40715245,0.78651265
0.38398254,0.78053255
0.40110813,0.78104232
0.40967092,0.77198981
0.40572532,0.77291583
0.40119208,0.78376781
0.40681666,0.80644481
0.4034587,0.8102905
0.42150772,0.80502349
0.42797179,0.81852696
0.42469778,0.82174429
0.41747817,0.81632878
0.40622901,0.82133228
0.39825386,0.80537
0.40815984,0.82959474
0.39262928,0.82142263
0.39279718,0.80357542
0.39632304,0.80845595
0.40664876,0.82126897
0.42243116,0.80849199
0.419409,0.8253258
0.43368032,0.82157617
0.4513096,0.84254569
0.46490934,0.86280114
0.46373405,0.87011384
0.4754869,0.86964492
0.47867696,0.88231394
0.46297851,0.87170831
0.47405977,0.87293463
0.47003022,0.86642281
0.46574882,0.86527671
0.47716588,0.87420464
0.47447952,0.87065206
0.46205507,0.85486021
0.47741773,0.85857385
0.44811954,0.84645665
0.4679315,0.85259519
0.4519812,0.84831188
0.46138348,0.84288752
0.46851914,0.8555933
0.47355608,0.8631191
0.46767965,0.84946158
0.47019812,0.866049
0.46390195,0.86104348
0.47641034,0.87536984
0.48455339,0.88032631
0.48908664,0.88468684
0.50621222,0.89596842
0.50923439,0.89710252
0.51108126,0.89846037
0.51082942,0.9033224
0.51695769,0.90379495
0.51695769,0.90392294
0.49278039,0.89112904
0.49269644,0.88657894
0.47128946,0.8745411
0.45533915,0.86942507
0.46751175,0.87212222
0.46558093,0.8678723
0.46213902,0.86029593
0.45836132,0.86058352
0.47867696,0.87928497
0.4842176,0.88282709
0.4998321,0.89102962
0.48631632,0.89139413
0.51872062,0.91212097
0.52879449,0.91836001
0.53005373,0.92147487
0.52468099,0.91881469
0.52140698,0.91380415
0.52182673,0.9150544
0.51729349,0.91302745
0.52409335,0.91740223
0.52165883,0.91868072
0.52442915,0.92191195
0.516454,0.92082787
0.51905641,0.9207601
0.52459704,0.92204022
0.52980188,0.92936077
0.53425118,0.93098133
0.54273002,0.93070313
0.54398925,0.92865181
0.54810275,0.93030143
0.54516454,0.93030143
0.53441907,0.92636901
0.54902619,0.93757004
0.53055742,0.92932963
0.53819678,0.93475146
0.52199463,0.93378265
0.51947616,0.93198338
0.52929819,0.93457293
0.54499664,0.9398277
0.55120887,0.94234484
0.54734721,0.94204458
0.5485225,0.94208008
0.54726326,0.9417849
0.54281397,0.9430589
0.52358966,0.93740345
0.52073539,0.9392098
0.50831095,0.93893404
0.49437542,0.93888439
0.50335796,0.93692067
0.48908664,0.93833029
0.52014775,0.93992865
0.54398925,0.94491519
0.53181666,0.94787685
0.53383143,0.94938007
0.53080927,0.95007726
0.51779718,0.94551578
0.50461719,0.9453208
0.50083949,0.94489699
0.49865682,0.94693138
0.49739758,0.94828148
0.48858294,0.9468123
0.48245467,0.95251206
0.47800537,0.95134509
0.48362995,0.95215717
0.49412357,0.95314664
0.49395567,0.95093655
0.55792478,0.95740591
0.58638348,0.96004084
0.58462055,0.96311547
0.59041303,0.9614497
0.59528207,0.96173724
0.61652116,0.96260774
0.63868368,0.96456766
0.63574547,0.96321039
0.65606111,0.96394732
0.66470786,0.96431383
0.66210544,0.96187089
0.65648086,0.96363205
0.64254533,0.96286625
0.62919745,0.96295121
0.62970114,0.96224085
0.5963734,0.96107397
0.60275353,0.96086214
0.63196776,0.96297432
0.62852586,0.96293464
0.63943922,0.96324789
0.65765615,0.96359735
0.66336467,0.96365593
0.66193754,0.96350488
0.66067831,0.96330039
0.6493452,0.96367639
0.65606111,0.96348856
0.65152787,0.9633332
0.67159167,0.9642073
0.68300873,0.96501714
0.68796172,0.96562847
0.68527535,0.96656471
0.68997649,0.96654913
0.70206514,0.9664637
0.72263264,0.96732763
0.69937878,0.96740694
0.66789792,0.96599224
0.67503358,0.96643294
0.68451981,0.96649003
0.69660846,0.96701037
0.67587307,0.96618514
0.67990262,0.96606003
0.71062794,0.96690326
0.71801545,0.96675635
0.72355608,0.9674344
0.72901276,0.96745661
0.70861316,0.966843
0.6934184,0.96610679
0.61870383,0.96107278
0.59335124,0.96234293
0.62231363,0.96201496
0.64808596,0.96472694
0.60183009,0.96374145
0.60728677,0.96196749
0.6129953,0.96204562
0.59368704,0.96257151
0.58940564,0.95926309
0.61559772,0.96180331
0.60275353,0.96223271
0.61249161,0.9607763
0.59494627,0.96003028
0.61232371,0.96190063
0.62617529,0.96320388
0.62113835,0.96352409
0.62449631,0.96336705
0.64229349,0.96457405
0.62214574,0.96401186
0.62306917,0.9630576
0.62197784,0.96351164
0.61182001,0.96369096
0.61274345,0.96405139
0.62609134,0.96514645
0.63599731,0.96573945
0.61375084,0.96529683
0.61433848,0.96590798
0.57622565,0.96340371
0.57723304,0.963415
0.56103089,0.96292077
0.56279382,0.96189048
0.56673942,0.96174465
0.57731699,0.96273731
0.54155473,0.9585455
0.54314976,0.9544145
0.54113499,0.9542773
0.56002351,0.95791159
0.57639355,0.96138706
0.58017126,0.96153575
0.57605776,0.96002069
0.59377099,0.96235489
0.59167226,0.9625968
0.6087139,0.96461918
0.58772666,0.96466726
0.57899597,0.9646564
0.59788449,0.96472055
0.60317327,0.96520221
0.58394896,0.96476964
0.59645735,0.96504986
0.58554399,0.96465113
0.59855608,0.96513628
0.60376091,0.96526597
0.61089657,0.9651552
0.61568167,0.96550234
0.61098052,0.96518734
0.61635326,0.96513418
0.59780054,0.96506832
0.59847213,0.96514324
0.58336132,0.96415535
0.57748489,0.96429669
0.56741101,0.96416713
0.55137676,0.96298409
0.5083949,0.9605494
0.50957018,0.95788949
0.46239087,0.95370115
0.44602082,0.95457173
0.47733378,0.95466691
0.49773338,0.95929805
0.49529886,0.95945925
0.50755541,0.96082396
0.51536266,0.96207145
0.4717092,0.9598742
0.47128946,0.96090354
0.48883479,0.96048444
0.49664204,0.96160769
0.49361988,0.9625609
0.49496306,0.96249821
0.49680994,0.96272015
0.52644392,0.96444305
0.52568838,0.96475804
0.52669577,0.96473478
0.50587643,0.96458157
0.50201478,0.96322414
0.53013768,0.96519639
0.52770316,0.96538007
0.51250839,0.96414416
0.52048355,0.96413519
0.53744124,0.96383543
0.52652787,0.96330607
0.53064137,0.96511449
0.51855272,0.96497548
0.49958026,0.96333589
0.50982203,0.96411237
0.5001679,0.96400722
0.45416387,0.96094238
0.44820349,0.96096566
0.4514775,0.95993473
0.48682001,0.96118949
0.45962055,0.96037272
0.4674278,0.95909597
0.44274681,0.95744152
0.42939893,0.95539834
0.41311283,0.95294487
0.44677636,0.95566806
0.47120551,0.95620473
0.47439557,0.95833016
0.49487911,0.96094272
0.49823707,0.96072955
0.4962223,0.96292738
0.48497314,0.96302802
0.50881464,0.96402963
0.50528878,0.96318172
0.52174278,0.96264984
0.50302216,0.96238055
0.50268637,0.96045183
0.51208865,0.96233063
0.54508059,0.96238797
0.5606951,0.96268627
0.53735729,0.96160868
0.5689221,0.96271857
0.56354936,0.96108147
0.56245803,0.95996866
0.55406313,0.95873839
0.5567495,0.96192167
0.56984553,0.96190062
0.57144056,0.96277766
0.58201813,0.96407347
0.5927636,0.96449388
0.58386501,0.96428406
0.6009906,0.96329893
0.61114842,0.96384487
0.60401276,0.96283612
0.61433848,0.9624353
0.64137005,0.96241341
0.60972129,0.96052791
0.60006716,0.9594651
0.59217596,0.95772615
0.6008227,0.95960337
0.58739087,0.95878925
0.59368704,0.95828615
0.6046004,0.9611675
0.61786434,0.96247831
0.62264943,0.96231054
0.62777032,0.96103389
0.62751847,0.96146492
0.63012089,0.96155872
0.62340497,0.96149825
0.60577569,0.96005389
0.61459033,0.95974402
0.60090665,0.95966388
0.62164204,0.96089165
0.5769812,0.95763457
0.56791471,0.95626822
0.56548019,0.95567181
0.56808261,0.95628328
0.59578576,0.9598151
0.60737072,0.95986953
0.61475823,0.96067723
0.6172767,0.96091516
0.61492612,0.95949013
0.6169409,0.95883054
0.60980524,0.95993284
0.64665883,0.96360416
0.63482203,0.96372346
0.6327233,0.96270724
0.63062458,0.96213345
0.63843183,0.96356284
0.62709872,0.96259531
0.61148422,0.96335161
0.60862995,0.96132956
0.62550369,0.9617569
0.62474815,0.9612338
0.62231363,0.96094084
0.60409671,0.96009066
0.61517797,0.96089876
0.60988919,0.95994194
0.6131632,0.95987677
0.61761249,0.9602478
0.61517797,0.96131104
0.60913365,0.96115577
0.60669913,0.96102501
0.59973136,0.96215732
0.58906985,0.96152415
0.6011585,0.9625284
0.59351914,0.96423252
0.60745467,0.96484852
0.60955339,0.96488236
0.61861988,0.96533382
0.608546,0.96523176
0.62290128,0.96542983
0.62651108,0.96527246
0.63490598,0.96605405
0.63918737,0.966279
0.64707858,0.96618406
0.66898925,0.96608606
0.66991269,0.96666927
0.68208529,0.96705904
0.69845534,0.96713463
0.69089993,0.96751503
0.67494963,0.96693264
0.67906313,0.96639139
0.69316655,0.96734446
0.67570517,0.96734332
0.67587307,0.96751266
0.65916723,0.96716942
0.67133983,0.96730966
0.67545332,0.96786083
0.6817495,0.96788623
0.67285091,0.96777028
0.67587307,0.96793945
0.66571525,0.96768726
0.66319678,0.96691206
0.67864338,0.96727146
0.68754197,0.96744439
0.66731028,0.96711638
0.6773002,0.96701076
0.66143385,0.9666482
0.67360645,0.96735887
0.67897918,0.96745281
0.6810779,0.96726331
0.6649597,0.96703403
0.64304903,0.96671509
0.6450638,0.96674181
0.66370047,0.96701099
0.63247146,0.96670031
0.64724647,0.96686121
0.62902955,0.9664107
0.64195769,0.96592291
0.65060443,0.96598161
0.64346877,0.96596563
0.65513768,0.96467581
0.64187374,0.96354213
0.63960712,0.96449808
0.64968099,0.9649973
0.64212559,0.9643619
0.64565144,0.96485341
0.65085628,0.9646789
0.65790799,0.96543883
0.66067831,0.96519817
0.66370047,0.96469688
0.6411182,0.96381498
0.60695097,0.96121342
0.59553392,0.96025969
0.5927636,0.9615497
0.59528207,0.96178406
0.58629953,0.96195825
0.57555406,0.96100238
0.56900604,0.96171519
0.55901612,0.96059156
0.55691739,0.96016301
0.5483546,0.95908567
0.55725319,0.96003757
0.54776696,0.96047329
0.53064137,0.95782875
0.53870047,0.9580908
0.54105104,0.95872029
0.54197448,0.95841254
0.51712559,0.95394394
0.50646407,0.95409104
0.47834117,0.94509358
0.48791135,0.94517781
0.49412357,0.94988998
0.49185695,0.94759569
0.48598052,0.94196369
0.47338818,0.94406027
0.47985225,0.93879263
0.47322028,0.94054432
0.4838818,0.93806869
0.48556078,0.93965464
0.47909671,0.93380641
0.48522498,0.93354288
0.46062794,0.92734314
0.43418402,0.90749751
0.44610477,0.90739668
0.44131968,0.90424908
0.44618872,0.91278269
0.45399597,0.92189709
0.43258899,0.9168986
0.49403962,0.93012741
0.48295836,0.93357375
0.51670584,0.94608231
0.51141706,0.94977693
0.48841504,0.94338502
0.50151108,0.94645097
0.48463734,0.94462867
0.50109134,0.94483164
0.50226662,0.94482908
0.51175285,0.95015781
0.52233042,0.95054908
0.52787105,0.95379746
0.53467092,0.95601689
0.55901612,0.95806843
0.54877435,0.95734353
0.51695769,0.95361714
0.52123909,0.95319528
0.52560443,0.95103973
0.53064137,0.95462541
0.53676964,0.95655686
0.53399933,0.95675531
0.51956011,0.95590451
0.52719946,0.95687077
0.5123405,0.95783329
0.54743116,0.95972385
0.55498657,0.96007435
0.56657152,0.96196798
0.564137,0.96269119
0.564137,0.96275899
0.5603593,0.96252963
0.55884822,0.96334553
0.56422095,0.96301714
0.58319342,0.96423495
0.58604768,0.96376097
0.58629953,0.96387435
0.59066488,0.96411958
0.59351914,0.96397831
0.58495635,0.96476105
0.58420081,0.96396414
0.58218603,0.96284402
0.58856615,0.96212502
0.58185024,0.96206752
0.57437878,0.96190999
0.58999328,0.9629722
0.58050705,0.96358028
0.5807589,0.9625995
0.58252183,0.96325674
0.58948959,0.96263165
0.59041303,0.96266954
0.59469443,0.96327279
0.59461048,0.96321312
0.60535594,0.96388899
0.61072868,0.96458345
0.59032908,0.96423559
0.57975151,0.96230978
0.55221625,0.95838246
0.55364338,0.95934636
0.55784083,0.960853
0.54978173,0.9592603
0.54466085,0.96056745
0.53500672,0.95911763
0.55154466,0.9612
0.55397918,0.96113024
0.55616185,0.96193015
0.55146071,0.96181978
0.52048355,0.95931165
0.54986568,0.96025822
0.53458697,0.9616031
0.53089322,0.961944
0.55599396,0.96309021
0.54608798,0.96405392
0.55406313,0.96404594
0.55104097,0.96351238
0.55112492,0.96341532
0.55305574,0.96329298
0.5528039,0.96238826
0.5524681,0.96174634
0.53567831,0.96125505
0.52140698,0.9594269
0.50755541,0.95732182
0.49697784,0.95746471
0.49865682,0.95743327
0.50075554,0.95874614
0.49806917,0.959158
0.49916051,0.95923822
0.50402955,0.95968197
0.51091336,0.95864441
0.49286434,0.95637154
0.49907656,0.95483518
0.52409335,0.95896859
0.48950638,0.95804181
0.49429147,0.95712376
0.50277032,0.9586244
0.49840497,0.96019476
0.49689389,0.9589728
0.50478509,0.95969974
0.49748153,0.96002828
0.50730356,0.95675434
0.52770316,0.95994402
0.50596038,0.95979465
0.51116521,0.96050308
0.51057757,0.96001329
0.51284419,0.96007025
0.50889859,0.95940139
0.50293821,0.95845873
0.51586635,0.96035513
0.52468099,0.96101405
0.51922431,0.96002712
0.51351578,0.95908103
0.49764943,0.95806099
0.49748153,0.95719804
0.49487911,0.95834299
0.49672599,0.957646
0.50503694,0.96005416
0.49697784,0.96008523
0.50478509,0.95927456
0.5080591,0.9593555
0.51435527,0.95990108
0.52803895,0.95980647
0.53366353,0.96026776
0.52056749,0.9588186
0.54331766,0.95944815
0.54121894,0.95953038
0.56061115,0.96175553
0.56187038,0.96139167
0.56254197,0.9614272
0.56262592,0.96170584
0.56153459,0.96176528
0.56766286,0.96166422
0.56589993,0.95935956
0.57152451,0.96005101
0.56304567,0.96034508
0.57160846,0.95969889
0.58176629,0.95981174
0.58277367,0.96045264
0.58680322,0.96137882
0.57815648,0.96196547
0.580591,0.9626354
0.57891202,0.96210224
0.58562794,0.962147
0.59964741,0.96304327
0.60266958,0.96321241
0.59989926,0.96336445
0.59830423,0.96327043
0.58781061,0.96358386
0.59175621,0.96409486
0.58974144,0.96390623
0.5847045,0.96421729
0.58361316,0.96502788
0.59452653,0.9647786
0.59847213,0.96465708
0.59469443,0.96484541
0.59696105,0.96491483
0.58562794,0.96442165
0.59184016,0.96420486
0.5769812,0.96366611
0.55910007,0.9625031
0.56187038,0.96210096
0.55868032,0.96267625
0.55775688,0.96165831
0.55951981,0.96108933
0.55271995,0.96103839
0.54163868,0.95939085
0.53676964,0.95914669
0.54306582,0.9595156
0.53962391,0.95938181
0.5485225,0.95950291
0.55255205,0.95801545
0.55305574,0.95775287
